구이름,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
강남구,585,3220,0,3,0,0,0,0,10,0,2112,635,11454,8304,24829,15486,27876,26151,17656,22534,13688,15684,15444,15013,18619,18270,19500,21001,17114,19109,19715,19886,23122,21763,29029,26851,29988,27314,23100,24239,15104,15142,18051,14708,27802,15515,4074,9325
강남구,42,514,0,0,0,0,0,0,1,0,460,370,1451,3002,3681,5835,4778,13255,3642,15154,2837,12406,4707,10209,8586,8284,11856,7523,12838,5689,13000,4623,11830,3511,9808,3871,9808,5338,4222,4637,2872,2756,3113,2615,1945,2584,649,1571
강동구,248,3153,0,1,0,0,0,0,10,0,3695,642,11297,3353,30851,4937,29433,9680,16295,8354,14452,9045,13711,8465,14958,9017,14948,10321,12047,11101,11717,13058,12074,14869,12765,17174,12076,24893,7216,30439,5316,16598,4629,14501,3838,15227,1428,9214
강동구,424,2803,0,153,0,0,0,0,0,0,3108,1099,10647,4335,29339,11626,24284,17541,13800,13455,12451,11652,14177,10971,17593,10880,14614,12718,14824,12882,16640,12500,17120,12715,19024,14815,17065,22414,8963,24695,6942,15531,6579,13245,5396,13507,2045,8534
강동구,129,3245,1,1107,0,0,0,0,2,0,4963,1044,18838,8542,60999,7503,52084,12167,24065,6613,16642,5648,15025,6558,15278,7210,13897,7911,11470,9677,10733,11420,13411,14455,18147,17237,16874,29874,7498,35430,4458,23634,3301,19913,2169,18772,826,14136
강동구,374,3279,0,0,0,0,0,0,0,0,4929,646,14622,6642,41830,12544,48862,26253,24867,16303,19274,12898,18159,11983,18982,12937,19556,14465,19120,16182,18166,17820,18646,20740,21217,25359,25872,38879,16262,39456,10414,24937,10053,21241,8657,21811,3236,14872
송파구,126,1069,0,0,0,0,0,0,0,0,840,841,5184,4768,12003,7101,12756,15213,8387,9987,7017,7231,7869,7538,8868,8835,9137,13113,9163,12244,10515,10760,13157,10186,14528,10267,16211,11985,8806,11449,7701,6776,8185,5832,5707,5036,5408,4410
송파구,237,2226,0,0,0,0,0,0,1,0,1935,717,6684,3517,17904,9035,16842,27154,10944,13969,9151,8325,9091,7516,9778,9497,10653,10993,9699,10015,11103,10836,12184,12271,13947,14931,21281,18554,13960,18273,9441,10819,10346,9476,11757,7807,2757,6179
송파구,83,1377,0,1,0,0,0,0,0,0,897,377,2758,1982,9023,6049,8698,20146,5800,8149,4584,4437,4663,3513,5165,3966,5887,4510,5100,4115,5292,4202,5798,4599,6446,5161,14388,6543,7004,7499,4343,4206,3597,4165,2869,4429,986,3556
송파구,112,3049,0,0,0,0,0,0,1,0,2629,706,7808,2993,23544,9087,21136,17685,12245,11132,10010,7421,9723,6352,13285,7042,11390,8322,9611,8715,10345,9375,10589,11131,12753,12827,16741,17223,8238,20393,5695,11745,5102,10972,4276,12193,1187,7337
송파구,143,3051,0,0,0,0,0,0,0,0,4350,296,8507,2589,25697,4627,25524,13583,14245,9051,10960,6065,10185,5379,10886,6482,10738,7663,9067,7907,8645,9734,9138,11191,10969,13232,12586,17517,6471,20095,4544,12249,4196,11233,2774,11563,1251,7021
송파구,104,2881,0,0,0,0,0,0,0,0,5279,120,7261,2305,21093,3361,22078,7336,11644,7243,8591,6693,7416,5071,8241,5595,8371,6115,7035,6959,6839,8372,6820,9390,7092,11255,7504,15353,3823,16107,2820,10022,2468,9230,1567,9767,701,6152
은평구,654,8675,0,2,0,0,0,0,0,0,10012,1251,21802,6088,67589,8296,82678,16591,43223,14020,28297,12338,27023,13886,27201,15058,27145,19323,23758,19365,21813,25353,22169,28985,24689,36007,25152,58018,16417,66861,11350,39957,10044,37634,8147,38098,4236,26253
은평구,129,2120,0,0,0,0,0,0,0,0,1808,241,4605,2102,15224,3048,15941,7601,8245,4786,6085,4087,5637,4077,6391,5033,6329,5188,5508,5428,5385,5806,4842,7635,5700,9264,6216,14364,3482,14798,2628,9108,2103,8652,1646,7946,698,6693
은평구,296,1935,0,0,0,0,0,0,4,0,1673,208,3429,1615,12696,3462,13723,6992,7368,7549,6573,6191,7512,6619,8684,7932,10279,8743,10740,8987,11631,8919,12697,10453,13372,10849,13416,16903,9573,16478,7594,9975,6817,7564,5793,7874,1791,5470
은평구,106,1761,0,0,0,0,0,0,3,0,1894,107,4301,865,13806,1626,13711,3090,7122,3978,4739,3969,4129,2866,4330,2937,4183,3300,3684,3391,3686,3993,3720,4983,3578,5932,3508,9444,2121,10793,1335,7011,1151,6750,936,6773,477,4528
은평구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
은평구,254,2641,0,0,0,0,0,0,11,0,4699,116,10280,2141,29041,5024,35033,7164,19748,5822,13351,5673,12678,6618,13796,7036,12790,8125,10976,8963,10652,9348,11027,12519,11175,12625,10835,18303,7198,20700,4903,12132,4370,9839,4264,9513,1591,6967
은평구,526,5241,5,1804,0,0,0,0,0,0,8385,724,16640,6469,49458,8092,59926,15826,30965,11560,20420,9360,19241,9979,20050,12061,20292,14059,17677,15311,15811,17411,18668,21987,19490,25585,18355,39651,12075,42319,8321,29175,7231,23900,5850,27274,2787,18000
은평구,429,4416,2,663,0,0,0,0,40,0,6784,693,14160,3486,40056,4616,48062,10529,26006,7873,17229,7973,15011,7481,15947,9910,15544,10016,13091,12431,12041,14210,12756,18817,14004,22097,14609,33433,9897,35025,7030,22506,6005,20205,5284,20955,2428,14279
은평구,1015,5338,1,444,0,0,0,0,38,1,5438,2224,13289,9428,40461,28153,49277,85308,27493,30060,18181,14280,16036,11810,16477,13274,16563,15157,14677,15707,15958,16718,18454,19506,25558,24195,54957,37229,29026,38631,14548,23168,12856,22414,9857,21086,5209,15034
마포구,655,830,0,14,0,0,0,0,0,0,900,989,2792,2214,8230,4621,9834,11588,5937,8422,5640,7709,6675,9359,7734,11035,8926,13697,10626,13018,12268,12669,14446,11525,13920,11448,14878,16103,9168,15156,6926,7345,12881,6399,7142,4984,3460,3229
마포구,829,3634,0,4,0,0,0,0,14,3,6200,2492,11903,10030,34919,14490,49635,35575,29114,19139,20052,12896,18724,12409,18516,14370,19207,15857,17477,15825,18702,16677,21049,19130,23018,21882,35996,30468,19934,29721,12613,20858,13252,17584,10381,18892,5104,12008
마포구,1056,3511,0,0,0,0,0,0,3,0,5190,754,9083,4389,26195,7282,40971,31972,23547,27416,17577,17795,17032,18202,19052,23636,21013,24018,20558,26505,21022,26120,22752,29761,25089,31269,37375,42496,25435,40307,17915,22100,18092,17673,15270,17697,7449,11832
마포구,3054,3533,1,1,0,0,0,0,10,0,3902,1422,6811,6853,15207,16968,25612,39271,17524,23615,13674,15904,14661,15209,16474,17302,17770,19138,18446,19047,19624,18675,22279,21825,28374,25565,44122,37892,32766,32441,25495,17853,28966,14336,30276,14623,17856,10008
마포구,3231,2720,0,0,0,0,0,0,6,0,3665,762,5118,2822,10496,5817,15843,24577,9701,21920,7363,17220,7737,21021,10264,22495,13448,26057,14688,22235,15989,21872,17510,25538,23194,30962,32679,42030,25455,38364,23514,19418,29654,14176,33904,12054,21486,8633
영등포구,148,1840,0,0,0,0,0,0,4,1,1319,62,2392,1201,11089,2787,6131,6062,6583,4919,7368,4818,6861,7560,7651,6429,7422,7183,7208,4842,7282,7798,7209,4958,6987,8059,6507,8931,3016,7000,2778,6635,2948,4043,2234,5019,820,3556
중랑구,98,1958,0,0,0,0,0,0,459,3,5101,845,7381,2485,19006,3616,21795,7043,11746,5538,8332,4550,7872,5465,7712,6651,8670,6938,7576,7168,7344,8390,7897,9199,8326,11754,8895,16832,6432,18057,4674,11336,4330,9069,3505,10041,1525,5921
중랑구,186,2439,0,454,0,0,0,0,0,0,2415,319,8679,1252,24853,2353,21655,5117,10529,3814,7810,3328,7549,4068,7804,6075,7432,6881,6357,6310,7348,7011,8515,7782,7480,9616,8782,15444,4809,16676,3216,12093,3592,10096,2231,9275,1006,6996
중랑구,545,4628,1,711,0,0,0,0,1,0,4888,360,13119,3270,38355,5225,35808,11952,18309,9087,13402,6408,12204,7469,12954,8755,12544,10094,11506,10637,11154,11845,11494,14136,12951,18362,15253,31954,9968,35572,7445,26117,7320,20697,5911,18342,3194,11605
중랑구,425,6309,0,1783,0,0,0,0,26,2,6502,775,24254,5365,62666,11453,49394,11895,24249,7430,17041,5708,15647,5946,16108,7104,14482,8453,12687,9445,12065,10840,12787,13116,18920,15773,17262,25431,10958,34623,8332,27356,6800,21671,5532,21219,2430,12831
강동구,627,5235,4,900,0,0,0,0,5,0,10410,961,22085,4791,72178,8021,94986,19675,46560,15240,26991,10923,24528,12219,24472,13581,24009,16177,21065,17902,19101,23354,19801,26180,21556,33727,25266,55072,16292,56771,10676,35663,9000,33801,6570,30372,3092,21051
중랑구,1507,8169,1,19,0,0,0,0,236,2,9651,1527,17537,8112,49817,14831,63959,35648,34757,19714,22961,15478,21278,17193,22825,19159,23992,20521,22395,21076,23223,22919,24345,26500,29097,33529,37893,48893,29867,54576,19717,32552,19303,27997,16923,27831,8015,19421
중랑구,602,6810,1,3,0,0,0,0,13,0,10075,826,19588,5569,58369,7619,77712,21001,39422,13254,22673,12663,19533,12128,21315,13690,21474,15636,18648,17031,17376,20956,18347,25016,19643,30716,20881,47566,17777,54229,11092,33301,9417,30177,6743,30020,3409,18954
중랑구,903,6416,0,0,0,0,0,0,1,0,8279,1232,18095,6355,48317,10127,67022,23962,36700,15508,23967,13853,22087,14816,22840,16310,24012,17679,21127,18873,20624,22983,21395,26620,24479,31399,25969,50523,20241,54797,14147,33892,12587,30502,10478,28967,5659,16876
중랑구,190,3234,0,0,0,0,0,0,1,0,4125,535,9084,1928,25581,3039,34680,8609,17407,5185,9918,5064,8810,4830,8572,5350,8418,5985,7217,6552,6690,7993,7075,9793,7558,11549,8087,17512,5617,20523,3297,13400,2706,12286,2119,13271,1145,8650
광진구,421,3680,0,0,0,0,0,0,0,0,4664,471,10155,4088,30986,8944,46687,20318,27145,11167,15891,9450,15780,9128,15949,9396,16186,10618,14048,11406,13451,13431,14444,14884,16021,18446,16218,27701,11651,29663,7209,19312,5874,17054,4707,17658,2089,12097
광진구,1398,3296,2,49,0,0,0,0,36,0,6117,693,13011,5756,33405,7005,55141,23312,34102,15136,19553,9671,17802,8016,18485,8663,19849,9680,18867,11137,18167,12589,20856,13428,25210,16871,34033,26791,24378,28598,17415,18255,18333,15926,15421,15494,7769,9911
광진구,1965,3477,1,8,0,0,0,0,4,0,3125,697,6919,6937,17881,13395,31308,42269,20394,31221,12821,24793,14511,22073,19494,25199,19620,25739,20099,22418,24025,20160,27142,18532,36529,20617,38977,26269,23216,26043,18262,15979,20320,13924,19281,13994,10764,9545
광진구,3106,4859,0,551,0,0,0,0,30,1,3703,582,5699,7105,14144,20348,24108,47132,17043,33676,13885,25377,15410,26624,17949,30987,21629,34226,24735,31613,29182,30242,33873,31632,42560,37281,47568,53590,36507,49310,40349,23997,36341,18929,34045,15472,17917,9200
광진구,458,2295,0,38,0,0,0,0,2,0,4477,404,8949,3730,21561,5543,31122,12659,20897,7686,11603,7140,10820,8314,10529,8611,11065,9745,10195,10596,10473,11830,12096,13106,13313,16051,12750,22203,9635,21419,7163,13495,6001,13822,4659,13672,2118,8057
강남구,1391,4241,0,3,0,0,0,0,5,0,3080,3330,7542,22713,12819,61129,17176,171900,14849,114605,15304,43655,17527,30393,21254,25930,23905,28861,26636,26853,34631,23834,38553,23486,51076,24804,107073,27465,81892,22685,46126,13729,40891,12562,32017,10144,10804,6881
강남구,1947,2116,1,0,0,0,0,0,9,0,1568,1367,3971,11008,7436,29491,10237,105940,9492,84754,9571,35734,12277,24083,14377,21962,17800,23532,21391,19904,25091,18915,26448,17880,34058,17398,77681,19869,55099,16243,35289,9900,33397,7967,26926,6369,11799,4896
강남구,2217,1955,0,0,0,0,0,0,0,0,2818,1302,5257,17717,8387,47687,12756,192415,11611,135157,11207,49467,14458,34967,19041,28638,22775,29678,27370,26692,34047,22964,35940,21757,49368,21670,143252,23577,92230,18205,46915,11081,44867,8539,36262,7048,14999,5704
강남구,4577,2750,0,0,0,0,0,0,54,2,3938,1125,5845,15659,10995,47173,18466,123880,16273,93966,13103,38955,14975,26155,17724,24991,20641,27616,23395,25814,26629,24265,30600,25066,40989,27826,91328,39651,68070,31510,43161,17635,46203,13315,44191,11031,24102,7033
서초구,588,935,0,0,0,0,0,0,0,0,1067,543,3354,6579,7761,11183,12661,21846,8682,17565,6278,9515,6288,10236,7500,11237,8996,11166,8985,8722,10859,8197,13519,8675,16507,9517,19200,11836,14708,9821,10942,5953,10834,5108,10689,4803,3118,3118
서초구,1392,1281,0,4,0,0,0,0,38,1,1694,2354,3867,21192,10661,37088,21948,62124,28449,49772,30188,35403,33846,35285,37100,32750,37696,35400,36959,34175,42152,30585,45915,29219,58000,29786,67345,35079,49761,26644,48118,14096,43964,11506,35023,7512,13587,4610
서초구,1058,3752,0,295,0,0,0,0,5,0,2013,1423,7038,9690,18045,22603,28352,88456,20405,43222,15222,20132,15506,15136,16829,15662,18812,18241,19375,17633,19879,17116,23359,17509,30629,20837,64865,28485,33910,24315,21279,15612,21831,13701,16795,12435,7068,7563
동작구,2839,4263,0,70,0,0,0,0,18,1,4603,1122,10182,8814,26088,13929,45526,45092,28439,30420,20267,22226,20063,20195,22204,20817,25835,22877,25833,24097,25993,25618,27485,27019,31423,33721,44629,53423,29975,48499,27116,27546,29369,23245,27427,20383,16158,12181
동작구,629,4224,0,3,0,0,0,0,1,0,5438,639,11386,3682,36137,6575,57237,14853,30516,12648,18909,11271,16978,10363,16890,11823,17926,13444,15018,14463,14897,16559,14258,19218,15795,23050,16742,34407,11646,34690,9488,22538,8487,20970,6782,19521,3218,12440
동작구,1216,5072,0,3,0,0,0,0,4,0,5154,817,11505,3723,37905,5604,56088,17736,30659,21552,19279,16611,18103,14593,19228,15668,21242,17890,18619,17979,17374,19857,19817,21412,23642,25324,22144,40810,14614,40342,11185,26436,12106,24187,11178,23982,6061,16474
동작구,729,3761,0,0,0,0,0,0,0,0,3792,1767,10114,5631,30913,6967,44733,15981,25794,15304,15974,12400,15637,11056,16079,12369,16636,13994,15107,13472,14781,14687,15739,16209,19533,18709,18804,29304,11411,28667,9187,18918,9065,18222,8005,17416,4231,11956
노원구,2288,6844,1,125,0,0,0,0,25,1,6251,2299,13907,5451,38448,15759,40442,43487,27036,47421,28416,32010,31408,31590,34178,35653,36316,41830,38189,41911,42253,41706,43592,41920,43773,47063,50296,63843,34393,64755,35526,33929,27622,25835,29597,22236,12892,16849
노원구,672,6069,0,0,0,0,0,0,12,1,8196,1613,21824,4443,67707,13314,65363,23171,35336,17596,25280,13660,22417,14155,23081,14018,23637,16441,21227,16862,19397,18765,19447,20885,21719,26833,20034,39695,12010,49836,8878,30976,10338,27312,7992,25614,4076,19239
노원구,778,8502,0,0,0,0,0,0,13,0,6980,1433,23121,6733,72765,13279,75996,25167,40738,21544,31075,17765,29233,19021,31839,24909,30412,26825,29189,26156,30191,27664,32868,30468,34367,36181,31325,54493,20221,63076,15378,39879,13540,34664,13679,33689,5176,24497
노원구,1044,5636,0,0,0,0,0,0,9,0,5159,1340,13009,4878,37918,8255,43864,24475,23995,15728,17924,11705,17624,11217,19939,13353,19375,14823,17158,14788,17940,17232,17627,20173,20569,23853,23489,34358,14962,39924,10832,25011,9797,21000,8655,20640,4998,14529
중랑구,530,4073,1,114,0,0,0,0,7,1,6299,664,11675,3863,38161,4782,47212,13862,24935,9968,17037,8709,14375,9412,15224,11123,16235,12139,14722,12846,13780,15370,14209,17400,15228,21930,17984,33352,12594,37143,8588,22983,7276,20874,6037,19419,2891,13306
중랑구,567,4658,0,47,0,0,0,0,1,0,7523,822,13111,4863,38235,7932,46478,22854,26398,12851,17465,9563,15434,9261,17245,10697,16227,11460,14486,13007,13512,15791,14619,17562,17705,22139,21934,32509,15211,35335,9463,22493,8436,20116,6605,20489,3312,13827
마포구,452,2094,0,2,0,0,0,0,2,1,2487,1113,6595,5302,16215,17695,24620,37062,16094,21741,13087,14181,13927,11480,15250,11270,14729,12315,14542,11666,14221,11738,15492,12754,19673,14499,31276,19822,17741,19059,11749,12617,11237,11027,8836,10458,3740,7254
마포구,597,1999,1,1,0,0,0,0,11,0,2194,1202,4703,5718,12822,9689,19489,32979,12268,20169,9247,12274,9587,9575,11223,11699,12551,11702,10955,12005,11279,10650,13752,12085,18826,13029,24779,19193,14133,16354,9770,10192,10162,8820,9468,9395,3889,6903
용산구,694,1415,0,0,0,0,0,0,2,0,1238,605,2777,5495,6381,13645,11214,26834,8574,10306,7213,6955,8631,7553,10120,7727,11588,8383,11938,7097,12751,7019,15404,7475,19738,8469,27237,11468,15312,9335,10415,6079,10302,6392,8405,6923,4747,5068
용산구,3890,6395,0,0,0,0,0,0,38,0,10384,1186,9019,5877,12555,10803,17318,25568,14158,25650,12460,19636,13537,22994,16268,28462,19895,32718,22916,31271,25802,33461,30767,36569,35283,44463,44206,57863,39455,56748,35964,34299,42492,26832,46492,22929,29660,20089
용산구,825,1922,1,0,0,0,0,0,9,0,901,637,1226,6353,3446,15850,4659,32100,3191,24264,3263,13249,3913,12794,4729,14882,5811,19265,7223,15948,10949,14672,14377,15054,23941,15447,30657,20609,22197,17563,16056,5170,22736,3642,15587,3181,15397,2116
중구,168,758,0,0,0,0,0,0,1,0,798,203,1744,985,5532,2091,7186,5622,5055,3402,3561,2571,3432,2283,3635,2439,3647,2988,3339,3224,3355,3460,3397,3935,4610,4366,6738,6853,4273,5828,2872,3927,2472,3513,2057,3535,942,2421
중구,393,774,0,0,0,0,0,0,4,0,1108,294,1690,1482,4300,4376,6934,16825,5017,9237,4265,5953,4596,5091,5793,5040,5734,4952,5824,5240,6031,4864,6221,5295,7561,6182,11976,7997,7884,6223,5476,3818,5573,3460,4607,3046,2236,2264
중구,456,904,0,0,0,0,0,0,5,0,1562,210,2609,1976,6752,4911,10624,26693,6037,12050,4297,5554,5120,4292,4689,4381,5179,4856,4780,4727,4951,4964,5499,5329,6885,6141,11954,7913,10686,6505,5956,4352,4976,4018,3983,3993,2282,2767
중구,1024,2221,0,0,0,0,0,0,46,0,7009,1137,5990,5291,7300,11979,11556,40518,10813,25147,8999,14013,11096,10675,14608,8775,12217,12502,11844,10356,13333,8625,15940,8072,19319,10667,23847,14038,17729,22544,13246,11425,13170,7987,13379,7063,6329,12179
종로구,507,2402,2,74,0,0,0,0,52,2,3716,739,4474,3365,8343,8452,12363,24888,11254,23452,11417,14814,12629,15426,16410,15588,16764,17507,18869,17481,21864,16123,22881,14008,23143,14113,28732,15292,17341,13646,11361,9704,8484,8884,6851,8469,3257,9676
종로구,109,1246,10,0,3,0,0,0,7,0,2315,275,4056,1558,13756,3017,16703,6611,8365,3175,4853,2588,4008,2243,4728,2697,4369,2598,3677,3178,3338,3226,3708,3966,4840,4628,4689,6989,2757,8232,2363,5306,1617,4873,1436,5603,713,3575
성북구,566,3228,0,1,0,0,0,0,0,0,3518,857,7248,3470,22311,7526,37147,21386,19297,11743,12310,7937,10851,7407,12159,8134,12903,8447,10787,8965,10268,9520,11419,11353,13710,13267,18644,21038,11792,21227,7533,14254,6849,12789,6088,14187,3786,9377
성북구,2125,4501,0,166,0,0,0,0,7,0,2178,883,3263,3852,9345,13642,13725,36801,10670,36668,11420,23618,14330,20760,19389,19075,21845,23835,21212,17866,22627,17369,26921,16272,36678,19014,35196,24998,22404,22499,18912,14749,20216,12835,23075,13260,13833,10392
성북구,563,3048,1,37,0,0,0,0,17,0,2961,715,6229,4592,22091,9139,30142,26755,15966,15266,11122,12354,11291,10655,14814,11402,14962,11804,13057,11334,13534,11068,16060,11874,21069,14174,21859,20237,11954,21520,8525,14113,8561,13752,7865,13179,3868,11058
성북구,667,4069,0,0,0,0,0,0,32,1,5775,1075,11899,4391,38370,7168,47953,23681,23926,17702,17326,14697,16622,11514,18124,13740,18427,14155,16309,15741,16091,15980,17763,18671,18980,22133,25740,33020,15989,36722,11218,22981,10123,20206,8010,19166,4287,14183
성북구,203,2308,0,0,0,0,0,0,30,24,4246,622,7753,1745,22851,2951,28000,12015,14936,7054,9891,5171,8351,4580,8849,5828,8797,6093,7383,6178,6830,7370,7473,8931,7674,10082,9774,15883,7000,16458,3718,10873,2901,9353,2277,10248,1367,7643
성북구,438,3817,0,0,0,0,0,0,2,0,5919,753,11501,3232,32082,5709,40669,17348,21384,10150,14867,8376,13414,8545,13428,9798,14503,11116,12965,10820,12752,12667,12261,14506,13396,18002,14839,26689,11985,26764,7334,17290,6032,14822,4826,15252,2647,10430
노원구,927,6070,0,12,0,0,0,0,621,1,6933,1807,17968,4579,52895,5992,58397,11989,30010,9708,21428,8790,18721,9357,19004,13158,19205,13483,16326,14829,15285,17914,15241,22041,15965,28723,16734,42350,13048,50994,8828,31485,7880,27886,7558,26962,4628,19441
노원구,200,5062,0,43,0,0,0,0,3,0,5066,909,18076,4133,63164,5462,60327,12540,28663,8945,18789,7786,16575,7571,18825,8646,17196,9336,14317,10566,14129,11044,16127,15038,17459,16520,15666,31201,9068,36026,6080,22729,4344,19193,3685,21619,1974,15684
노원구,23,250,0,0,0,0,0,0,0,0,1029,86,6592,1166,16914,1231,11657,1444,3870,1565,2389,1556,1915,1250,2068,926,2035,767,2045,1106,2274,902,2613,864,3382,1426,2869,2203,1500,2194,936,1870,836,1200,512,1028,231,1003
도봉구,190,7447,4,1213,0,0,0,0,22,0,3723,461,14269,4829,51206,6826,39437,10114,19777,12708,12755,16069,11053,11413,11951,10242,11537,9752,11743,10480,11415,11909,11728,13574,11857,16542,10442,25005,5816,37055,3473,26417,2678,22135,2002,22551,951,16648
노원구,368,7608,1,279,0,0,0,0,2,0,8482,615,21851,5079,54882,7530,50891,15932,30808,17144,23236,18153,21037,14458,21901,14679,22649,14486,21088,15020,20033,17670,20037,21324,21117,25487,22408,37715,14308,47811,9774,31621,7653,26615,5570,26704,2690,19221
노원구,233,6926,0,41,0,0,0,0,6,0,7969,1152,22068,2781,62901,5105,54724,9273,28760,9564,21097,8723,19081,9303,19228,10933,17861,12767,14739,13888,14501,15911,13746,19345,13504,22641,12726,34761,8787,42675,6070,27370,4631,23581,3779,23493,1556,16830
